# Program:featureCounts v1.6.3; Command:"/work/02260/grovesd/stampede2/subread-1.6.3-source/bin/featureCounts" "-a" "/work/02260/grovesd/lonestar/Amil_Zach_Fullers_v2.00/Amil.coding.gff3" "-t" "gene" "-g" "ID" "-o" "rnaseq_gene_counts_DEDUPPED.txt" "-T" "64" "--primary" "L5-S1_S216_dupsRemoved.bam" "L5-S2_S217_dupsRemoved.bam" "L5-S3_S218_dupsRemoved.bam" "L5-T1_S222_dupsRemoved.bam" "L5-T2_S223_dupsRemoved.bam" "L5-T3_S224_dupsRemoved.bam" "N12-S1_S219_dupsRemoved.bam" "N12-S2_S220_dupsRemoved.bam" "N12-S3_S221_dupsRemoved.bam" "N12-T1_S225_dupsRemoved.bam" "N12-T2_S226_dupsRemoved.bam" "N12-T3_S227_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	L5-S1_S216_dupsRemoved.bam	L5-S2_S217_dupsRemoved.bam	L5-S3_S218_dupsRemoved.bam	L5-T1_S222_dupsRemoved.bam	L5-T2_S223_dupsRemoved.bam	L5-T3_S224_dupsRemoved.bam	N12-S1_S219_dupsRemoved.bam	N12-S2_S220_dupsRemoved.bam	N12-S3_S221_dupsRemoved.bam	N12-T1_S225_dupsRemoved.bam	N12-T2_S226_dupsRemoved.bam	N12-T3_S227_dupsRemoved.bam
Amillepora26091	chr14	15391590	15395308	+	3719	0	1	2	5	3	3	1	0	1	2	2	1
Amillepora26093	chr14	15420184	15423237	+	3054	2	0	0	4	6	1	1	1	1	2	2	0
Amillepora26088	chr14	15344050	15361032	+	16983	20	13	5	13	14	28	12	18	7	11	16	8
Amillepora26096	chr14	15474385	15477667	-	3283	6	5	2	2	4	4	0	0	2	1	1	0
Amillepora26095	chr14	15450399	15467240	-	16842	8	11	14	17	16	24	8	8	4	14	15	17
Amillepora26100	chr14	15547676	15562570	+	14895	19	10	17	22	28	32	22	23	17	31	31	17
Amillepora26101	chr14	15563632	15569617	+	5986	27	12	15	22	19	22	10	16	7	10	16	12
Amillepora26099	chr14	15519810	15537578	-	17769	31	22	22	18	23	55	33	29	30	33	31	37
Amillepora26098	chr14	15504517	15518031	-	13515	33	18	13	28	22	31	7	3	9	10	6	16
Amillepora26097	chr14	15489937	15491807	-	1871	0	3	4	3	1	1	0	0	0	0	0	0
Amillepora26108	chr14	15622025	15630014	+	7990	326	262	290	330	315	396	288	314	263	285	275	269
Amillepora26104	chr14	15578968	15580749	+	1782	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora26110	chr14	15636773	15652307	+	15535	205	152	181	196	204	245	186	201	146	173	179	178
Amillepora26102	chr14	15573795	15577210	-	3416	3	2	0	2	5	1	5	9	6	8	8	13
Amillepora26111	chr14	15643652	15647372	-	3721	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora26105	chr14	15599846	15611662	-	11817	67	64	56	101	80	116	39	54	36	45	75	49
Amillepora26103	chr14	15578257	15598392	-	20136	143	119	137	170	168	161	112	147	112	116	113	125
Amillepora26112	chr14	15664799	15675250	-	10452	35	30	27	36	45	45	31	33	22	28	25	18
Amillepora26107	chr14	15616072	15621668	-	5597	40	24	36	42	29	65	45	37	32	33	38	41
Amillepora26106	chr14	15613265	15615958	-	2694	47	22	32	49	38	52	44	49	37	41	32	40
Amillepora26109	chr14	15633814	15635252	-	1439	2	4	2	6	3	3	0	3	0	5	6	3
Amillepora26118	chr14	15759223	15768687	+	9465	52	38	33	45	64	66	36	35	27	32	37	36
Amillepora26117	chr14	15749458	15757767	+	8310	52	29	30	45	43	56	31	32	27	37	37	33
Amillepora26119	chr14	15770134	15782944	+	12811	156	94	126	131	134	171	117	148	125	128	132	147
Amillepora26115	chr14	15726462	15730356	+	3895	5	3	0	1	1	1	0	1	1	0	2	1
Amillepora26114	chr14	15718238	15725786	+	7549	2	2	2	5	4	5	2	0	7	1	3	3
Amillepora26113	chr14	15708827	15718221	+	9395	4	2	4	9	6	24	1	7	1	8	1	5
Amillepora26120	chr14	15788203	15798452	+	10250	130	84	110	118	111	134	130	139	119	119	99	132
Amillepora26127	chr14	15849650	15865286	+	15637	142	88	109	136	108	167	109	113	113	121	125	109
Amillepora26122	chr14	15814372	15822417	+	8046	36	20	34	49	49	70	64	62	54	73	74	104
Amillepora26125	chr14	15839583	15844939	+	5357	111	53	70	75	75	106	67	59	56	56	60	71
Amillepora26124	chr14	15829376	15838374	+	8999	110	77	84	135	139	152	62	82	67	105	112	122
Amillepora26123	chr14	15823138	15825743	+	2606	3	3	3	5	3	5	9	6	6	9	10	12
Amillepora26126	chr14	15847657	15849558	-	1902	16	8	12	15	19	26	12	12	10	13	10	12
Amillepora26121	chr14	15802331	15809547	-	7217	84	74	78	123	113	161	222	221	206	258	288	249
Amillepora26129	chr14	15871066	15875197	-	4132	66	46	60	59	58	92	65	59	40	68	64	63
Amillepora26128	chr14	15863316	15865285	-	1970	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora26136	chr14	15946336	15966727	+	20392	121	75	103	103	111	140	92	103	78	101	118	102
Amillepora26133	chr14	15894240	15937766	+	43527	185	139	147	178	182	201	150	163	114	137	163	153
Amillepora26134	chr14	15940251	15944314	-	4064	29	13	22	40	45	29	36	34	35	25	27	35
Amillepora26130	chr14	15877657	15881600	-	3944	31	14	9	26	19	22	23	28	31	27	38	28
Amillepora26132	chr14	15892985	15899993	-	7009	23	17	14	19	21	29	12	20	12	13	10	14
Amillepora26131	chr14	15888382	15889746	-	1365	9	13	6	10	7	13	2	6	8	7	8	7
Amillepora26135	chr14	15944340	15944879	-	540	11	6	5	6	8	6	11	9	9	12	6	12
Amillepora26139	chr14	16054255	16061365	+	7111	46	25	32	35	44	55	28	33	28	31	28	29
Amillepora26140	chr14	16065988	16068538	-	2551	43	25	36	31	26	42	5	8	10	6	4	6
Amillepora26137	chr14	16013203	16023050	-	9848	68	43	61	71	79	85	49	43	41	58	58	57
Amillepora26138	chr14	16025359	16039897	-	14539	7	9	5	16	9	18	6	8	5	10	8	9
Amillepora26145	chr14	16092973	16097616	+	4644	159	113	127	135	143	177	126	131	84	106	99	123
Amillepora26149	chr14	16135347	16155799	+	20453	96	77	97	103	105	104	82	92	96	99	96	113
Amillepora26146	chr14	16100596	16110671	+	10076	6	12	12	12	5	9	8	3	3	6	6	3
Amillepora26148	chr14	16127072	16130456	+	3385	16	12	16	13	23	26	11	8	16	23	12	14
Amillepora26150	chr14	16168731	16176344	-	7614	22	21	18	21	23	35	33	41	26	25	23	30
Amillepora26147	chr14	16113959	16125785	-	11827	16	13	17	27	17	27	20	22	27	19	24	22
Amillepora26142	chr14	16083823	16096154	-	12332	47	33	33	53	60	78	30	34	30	37	41	31
Amillepora26161	chr14	16240124	16243837	+	3714	116	74	61	101	105	103	76	80	63	77	83	71
Amillepora26159	chr14	16227412	16233663	+	6252	64	34	40	61	45	78	60	50	39	35	35	52
Amillepora26165	chr14	16265861	16269058	+	3198	17	13	11	15	14	17	8	5	7	14	13	12
Amillepora26158	chr14	16222799	16226536	+	3738	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora26155	chr14	16194640	16211001	+	16362	197	130	165	178	184	220	202	190	152	162	162	163
Amillepora26153	chr14	16186905	16189869	+	2965	45	38	44	62	47	69	59	59	51	63	47	56
Amillepora26151	chr14	16179663	16180628	+	966	29	15	19	19	36	22	9	8	9	17	18	12
Amillepora26152	chr14	16180750	16182696	+	1947	29	12	16	29	22	16	16	16	13	9	16	10
Amillepora26162	chr14	16245025	16262393	-	17369	516	354	393	509	488	486	499	560	475	527	521	586
Amillepora26154	chr14	16191541	16194562	-	3022	20	15	19	13	12	23	22	19	18	21	22	20
Amillepora26157	chr14	16215417	16231792	-	16376	26	21	24	29	24	43	34	21	22	27	20	23
Amillepora26160	chr14	16235494	16236600	-	1107	20	10	18	17	14	27	20	17	11	13	13	18
Amillepora26164	chr14	16263365	16263968	-	604	0	0	0	0	0	1	0	0	0	0	0	1
Amillepora26156	chr14	16211910	16213219	-	1310	0	1	0	2	0	1	0	2	0	1	1	1
Amillepora26169	chr14	16322927	16366568	+	43642	57	39	38	54	59	43	38	51	45	37	49	62
Amillepora26166	chr14	16286082	16307087	-	21006	1297	1000	1105	1307	1310	1434	959	1068	891	1014	1071	1032
Amillepora26170	chr14	16373163	16375947	-	2785	53	37	41	47	51	58	39	43	30	26	31	42
Amillepora26167	chr14	16313883	16317482	-	3600	35	21	20	36	18	40	40	30	29	24	28	36
Amillepora26168	chr14	16318231	16331536	-	13306	46	29	45	57	52	58	47	48	46	33	51	48
Amillepora26171	chr14	16393086	16398160	+	5075	101	63	77	91	112	131	94	88	70	75	77	84
Amillepora26172	chr14	16399042	16430025	+	30984	115	82	80	126	125	130	107	105	95	115	117	99
Amillepora26173	chr14	16430080	16431015	+	936	2	0	4	1	3	3	8	5	4	3	2	1
Amillepora26174	chr14	16432104	16438270	-	6167	62	46	57	87	68	87	18	15	11	26	19	21
Amillepora26177	chr14	16472248	16477184	+	4937	55	39	60	47	57	68	69	67	74	48	35	75
Amillepora26176	chr14	16455296	16471415	+	16120	125	85	85	108	101	129	111	122	89	103	136	104
Amillepora26175	chr14	16439953	16454632	+	14680	104	56	84	100	97	106	52	51	38	56	54	61
Amillepora26179	chr14	16497136	16499007	+	1872	0	0	0	0	0	0	0	0	0	0	1	1
Amillepora26182	chr14	16522160	16525911	+	3752	64	34	29	50	49	56	76	68	51	51	63	66
Amillepora26178	chr14	16479191	16493833	+	14643	142	91	97	121	115	177	87	84	71	72	70	84
Amillepora26180	chr14	16503992	16510548	-	6557	22	16	20	27	24	33	35	32	29	27	20	30
Amillepora26184	chr14	16543897	16567820	-	23924	84	61	71	79	104	109	87	111	119	85	124	96
Amillepora26181	chr14	16513567	16520725	-	7159	51	33	39	61	47	49	52	48	44	56	42	55
Amillepora26183	chr14	16526457	16543378	-	16922	25	15	14	19	16	30	13	30	14	20	21	20
Amillepora26188	chr14	16635646	16644922	+	9277	10	10	5	11	12	12	7	9	5	3	13	6
Amillepora26187	chr14	16607013	16611611	+	4599	15	6	13	19	11	28	10	9	1	10	9	11
Amillepora26190	chr14	16662514	16664279	+	1766	1	0	0	3	4	3	8	5	4	8	5	2
Amillepora26189	chr14	16645717	16648098	-	2382	43	20	39	46	39	48	37	24	16	28	12	17
Amillepora26185	chr14	16591667	16593760	-	2094	29	25	26	31	34	39	62	73	59	51	47	59
Amillepora26186	chr14	16595458	16604702	-	9245	97	65	71	81	84	126	154	162	147	139	145	149
Amillepora26194	chr14	16711436	16714570	+	3135	29	28	19	37	37	36	21	31	24	27	23	25
Amillepora26195	chr14	16717034	16731700	+	14667	114	91	85	93	102	112	126	127	103	117	95	115
Amillepora26192	chr14	16688060	16703345	+	15286	110	78	101	134	105	108	88	116	79	99	109	105
Amillepora26193	chr14	16703820	16710307	+	6488	72	68	59	71	79	86	69	67	56	62	64	67
Amillepora26198	chr14	16757606	16762895	-	5290	5	13	8	7	19	14	17	18	21	16	21	12
Amillepora26199	chr14	16777815	16780945	-	3131	14	11	16	12	18	15	5	10	13	11	21	11
Amillepora26197	chr14	16741366	16755228	-	13863	22	20	17	23	27	25	12	21	23	14	25	16
Amillepora26196	chr14	16731950	16739929	-	7980	60	40	62	74	55	78	52	60	47	56	48	38
Amillepora26206	chr14	16835388	16843305	+	7918	89	72	61	78	99	91	103	109	87	93	92	97
Amillepora26203	chr14	16812354	16817831	+	5478	11	6	7	10	8	10	8	15	3	12	14	8
Amillepora26210	chr14	16865203	16884704	+	19502	57	36	34	57	55	58	31	29	16	23	35	34
Amillepora26201	chr14	16797867	16799078	-	1212	56	41	58	43	40	47	65	81	71	40	50	52
Amillepora26202	chr14	16806566	16810251	-	3686	81	70	81	81	83	100	106	117	103	80	94	86
Amillepora26207	chr14	16843117	16846719	-	3603	1	2	1	2	4	2	0	3	0	2	1	4
Amillepora26209	chr14	16855769	16865360	-	9592	36	21	28	26	26	35	34	49	35	44	53	41
Amillepora26204	chr14	16821354	16835453	-	14100	29	30	11	21	24	36	7	12	11	10	12	13
Amillepora26200	chr14	16793377	16793733	-	357	0	0	0	0	0	0	1	1	0	0	0	0
Amillepora26213	chr14	16954871	16957417	-	2547	58	37	40	46	44	69	41	33	28	30	29	31
Amillepora26212	chr14	16934544	16952667	-	18124	58	52	60	70	71	75	72	87	73	89	99	83
Amillepora26211	chr14	16908507	16910723	-	2217	5	8	4	12	8	7	4	10	5	10	14	13
Amillepora26215	chr14	17001139	17013003	+	11865	36	26	25	38	37	43	28	26	27	30	36	35
Amillepora26221	chr14	17057235	17064995	+	7761	27	17	16	25	26	22	21	21	35	35	24	24
Amillepora26219	chr14	17035339	17057132	-	21794	48	26	41	36	67	65	44	36	40	44	46	43
Amillepora26214	chr14	16983595	17001005	-	17411	89	62	73	93	77	113	75	80	74	85	57	91
Amillepora26222	chr14	17065769	17080285	-	14517	49	36	48	48	60	76	26	37	38	49	70	35
Amillepora26217	chr14	17016037	17025213	-	9177	30	31	23	31	47	40	19	26	22	28	40	31
Amillepora26218	chr14	17029132	17031173	+	2042	3	1	1	10	3	4	3	1	1	0	3	3
Amillepora26232	chr14	17162817	17165762	+	2946	22	10	15	23	19	24	30	22	16	22	24	31
Amillepora26225	chr14	17084206	17096116	+	11911	63	41	50	58	48	107	76	83	72	77	69	89
Amillepora26227	chr14	17105326	17120111	+	14786	71	47	52	58	77	64	49	73	63	71	82	81
Amillepora26228	chr14	17120854	17122933	+	2080	33	19	14	26	22	25	28	37	18	33	22	41
Amillepora26224	chr14	17077671	17083596	+	5926	42	18	28	31	33	38	26	32	13	21	28	22
Amillepora26229	chr14	17125306	17137322	+	12017	1	1	3	4	1	4	3	0	4	4	2	1
Amillepora26230	chr14	17125724	17158381	-	32658	96	78	80	94	93	105	90	92	64	103	97	107
Amillepora26226	chr14	17096707	17098401	-	1695	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora26241	chr14	17275369	17277658	+	2290	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora26234	chr14	17184439	17192443	+	8005	45	41	35	66	54	73	46	54	39	46	51	45
Amillepora26238	chr14	17214681	17219838	+	5158	25	12	19	31	25	41	21	28	25	24	19	25
Amillepora26237	chr14	17203531	17209428	-	5898	84	61	72	78	67	98	48	45	43	52	55	53
Amillepora26233	chr14	17168681	17180763	-	12083	46	29	34	49	50	47	30	38	33	41	35	41
Amillepora26236	chr14	17194998	17202409	-	7412	204	153	171	215	204	217	142	123	107	122	125	125
Amillepora26239	chr14	17243379	17279489	-	36111	211	165	167	231	231	281	178	221	169	181	177	188
Amillepora26235	chr14	17193107	17194879	-	1773	26	27	24	32	29	39	32	35	21	39	39	29
Amillepora26242	chr14	17279830	17285982	-	6153	145	94	101	129	124	140	108	116	90	121	115	106
Amillepora26247	chr14	17321358	17331390	+	10033	46	31	33	58	49	52	42	42	41	46	61	46
Amillepora26252	chr14	17371608	17377129	+	5522	39	26	29	39	31	33	17	19	17	19	16	14
Amillepora26253	chr14	17377785	17387904	+	10120	27	15	22	16	35	29	16	33	18	11	32	24
Amillepora26245	chr14	17295588	17308523	+	12936	41	49	61	54	45	58	58	75	52	48	53	60
Amillepora26243	chr14	17290327	17291664	+	1338	1	0	2	3	1	2	1	0	0	1	0	1
Amillepora26257	chr14	17402316	17420949	+	18634	46	32	51	62	61	55	44	53	48	43	41	56
Amillepora26249	chr14	17340918	17345104	+	4187	8	9	3	3	6	15	4	9	1	7	7	8
Amillepora26251	chr14	17352231	17359030	+	6800	86	48	64	74	86	75	49	43	37	32	34	31
Amillepora26250	chr14	17346120	17350469	+	4350	3	4	3	5	6	8	3	2	3	2	5	4
Amillepora26244	chr14	17293400	17295492	-	2093	82	52	54	64	63	92	66	80	57	63	56	61
Amillepora26246	chr14	17308600	17316945	-	8346	16	12	9	22	19	19	23	22	16	26	27	25
Amillepora26248	chr14	17332022	17338753	-	6732	11	8	13	20	21	14	11	17	22	18	12	30
Amillepora26255	chr14	17389981	17391316	-	1336	2	1	1	2	4	4	1	3	1	0	0	1
Amillepora26256	chr14	17391502	17416408	-	24907	9	2	2	6	5	15	2	7	5	7	13	6
Amillepora00001	chr1	15503	48020	+	32518	282	194	208	263	302	278	176	221	166	228	234	252
Amillepora00003	chr1	53066	54685	+	1620	31	21	21	22	24	31	36	29	15	31	19	29
Amillepora00004	chr1	55176	69114	-	13939	50	32	46	45	53	47	36	46	33	36	45	42
Amillepora00002	chr1	48411	49719	-	1309	2	1	0	1	0	1	2	1	0	0	0	1
Amillepora00005	chr1	69380	73239	+	3860	13	10	12	13	13	19	7	12	13	12	15	14
Amillepora00006	chr1	77282	84565	+	7284	65	55	49	52	69	55	27	37	34	25	21	25
Amillepora00009	chr1	108799	142141	+	33343	244	175	197	249	288	287	103	133	107	119	121	140
Amillepora00011	chr1	145359	153824	+	8466	18	10	12	19	13	21	8	8	7	11	12	21
Amillepora00008	chr1	95361	108461	-	13101	16	13	14	16	24	28	5	6	6	5	4	8
Amillepora00013	chr1	167575	172242	-	4668	1	1	2	1	0	0	0	1	0	0	0	0
Amillepora00015	chr1	179424	195123	+	15700	41	33	31	38	54	54	26	27	16	25	30	29
Amillepora00014	chr1	177098	178497	+	1400	18	13	12	25	21	22	19	24	17	17	33	23
Amillepora00017	chr1	196541	199779	+	3239	55	65	54	62	76	116	43	47	31	45	39	33
Amillepora00019	chr1	202227	206924	-	4698	3	2	0	2	4	0	3	4	6	5	7	7
Amillepora00018	chr1	201660	202136	-	477	0	0	0	1	0	0	1	1	1	1	0	2
Amillepora00028	chr1	334889	353519	-	18631	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora00032	chr1	417200	432402	+	15203	59	40	49	86	72	105	99	115	92	97	103	116
Amillepora00034	chr1	441161	442441	+	1281	9	5	6	11	12	11	15	14	11	11	6	19
Amillepora00035	chr1	443841	468430	+	24590	80	56	66	74	87	82	47	60	44	58	59	66
Amillepora00029	chr1	395023	406930	+	11908	187	132	167	184	156	233	218	220	156	223	238	222
Amillepora00036	chr1	475579	479386	+	3808	1	3	3	2	3	3	5	2	2	4	5	1
Amillepora00022	chr1	245669	261261	+	15593	193	144	125	175	196	198	159	171	123	152	169	156
Amillepora00027	chr1	288053	386099	+	98047	337	294	286	335	369	357	275	322	286	303	341	287
Amillepora00020	chr1	216187	220026	+	3840	10	3	2	11	9	4	8	7	2	8	8	7
Amillepora00024	chr1	263467	276757	+	13291	24	17	16	24	17	18	35	35	46	34	54	30
Amillepora00025	chr1	279971	288015	+	8045	8	7	7	2	5	5	27	19	23	19	28	27
Amillepora00033	chr1	431411	435453	-	4043	30	18	23	29	29	23	34	43	33	32	32	36
Amillepora00030	chr1	400191	409540	-	9350	0	1	1	2	1	3	0	4	0	0	3	2
Amillepora00031	chr1	410769	412411	-	1643	0	2	0	0	0	0	0	0	1	1	1	0
Amillepora00043	chr1	559122	564757	+	5636	43	31	34	48	45	46	50	60	46	38	42	55
Amillepora00037	chr1	496057	498598	+	2542	3	0	1	2	5	3	2	4	2	3	1	0
Amillepora00044	chr1	566669	573220	-	6552	51	30	43	59	71	66	34	47	35	36	45	54
Amillepora00038	chr1	499449	507042	-	7594	91	48	61	90	91	115	92	125	85	107	120	105
Amillepora00039	chr1	507390	515201	-	7812	45	33	34	37	44	55	61	82	60	53	67	73
Amillepora00046	chr1	615318	619691	+	4374	6	3	3	4	1	1	1	2	2	3	2	0
Amillepora00045	chr1	581874	614579	+	32706	215	159	143	185	200	243	152	166	123	128	151	159
Amillepora00048	chr1	623213	629965	+	6753	76	50	51	65	62	75	41	31	39	64	48	45
Amillepora00053	chr1	654053	655268	+	1216	0	0	0	0	1	1	0	0	0	0	1	1
Amillepora00047	chr1	619748	623124	-	3377	16	5	18	27	22	30	25	27	15	24	18	21
Amillepora00052	chr1	648115	652913	-	4799	38	23	21	38	36	49	34	46	27	39	34	39
Amillepora00055	chr1	672063	680947	-	8885	69	70	62	74	77	118	55	61	52	56	62	63
Amillepora00054	chr1	659544	661218	-	1675	0	0	0	0	0	3	1	1	0	0	1	2
Amillepora00049	chr1	632302	633431	-	1130	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora00050	chr1	633650	635276	-	1627	0	0	0	0	1	2	0	0	0	0	2	0
Amillepora00051	chr1	644432	646927	-	2496	2	2	3	2	2	4	4	1	2	4	3	4
Amillepora00066	chr1	769865	770837	+	973	23	16	24	23	22	28	36	29	29	31	24	33
Amillepora00059	chr1	722693	733148	+	10456	53	39	28	47	60	73	42	38	44	38	37	42
Amillepora00056	chr1	681096	686483	+	5388	26	18	22	21	26	39	36	34	19	38	23	24
Amillepora00067	chr1	771547	772812	-	1266	19	17	20	9	24	30	32	35	28	33	27	38
Amillepora00060	chr1	732466	744233	-	11768	37	26	32	32	32	51	42	43	38	48	42	40
Amillepora00057	chr1	686226	700810	-	14585	66	44	43	43	63	85	40	62	48	55	80	58
Amillepora00064	chr1	751208	759396	-	8189	129	88	106	116	115	143	104	138	95	118	99	127
Amillepora00065	chr1	763404	769712	-	6309	13	13	11	14	14	18	10	7	10	9	11	11
Amillepora00058	chr1	702728	722621	-	19894	30	13	28	30	30	39	27	41	22	38	31	33
Amillepora00063	chr1	749657	750928	-	1272	25	13	27	30	20	18	15	7	10	7	11	11
Amillepora00076	chr1	871501	873899	+	2399	8	8	13	4	10	9	8	9	8	3	5	4
Amillepora00074	chr1	854667	868334	+	13668	16	11	5	16	17	20	9	9	10	19	15	21
Amillepora00069	chr1	779909	790659	+	10751	63	52	65	67	57	80	148	165	162	154	167	173
Amillepora00071	chr1	804426	814999	+	10574	69	47	49	55	48	78	60	61	49	60	64	70
Amillepora00073	chr1	816603	845055	+	28453	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora00070	chr1	796650	802788	+	6139	5	4	3	5	10	1	12	7	8	7	7	8
Amillepora00075	chr1	867765	871373	-	3609	61	30	39	43	37	47	58	53	30	31	39	44
Amillepora00072	chr1	814995	850802	-	35808	101	56	72	65	74	89	82	90	77	78	84	92
Amillepora00087	chr1	982329	989733	+	7405	155	103	122	154	130	176	152	159	133	148	140	169
Amillepora00079	chr1	890897	895779	+	4883	46	33	37	46	44	56	44	56	46	49	54	66
Amillepora00086	chr1	968114	968797	-	684	7	4	0	1	5	5	0	1	1	1	1	0
Amillepora00077	chr1	878977	890836	-	11860	83	45	53	76	79	89	76	85	84	87	97	76
Amillepora00083	chr1	908527	926800	-	18274	534	400	366	496	557	482	148	140	103	161	183	179
Amillepora00085	chr1	957181	958448	-	1268	0	2	0	0	0	1	0	1	0	0	1	1
Amillepora00090	chr1	999112	1004240	+	5129	21	18	12	24	17	29	19	24	12	16	16	18
Amillepora00092	chr1	1006526	1031711	+	25186	195	140	127	170	187	213	125	158	146	132	170	168
Amillepora00089	chr1	992847	993544	+	698	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora00088	chr1	989784	996218	-	6435	23	17	29	31	30	44	15	25	12	19	17	14
Amillepora00098	chr1	1060995	1063555	-	2561	76	45	61	69	50	75	51	50	36	44	46	56
Amillepora00094	chr1	1039454	1040431	-	978	8	7	10	11	6	15	3	11	7	14	9	5
Amillepora00096	chr1	1042472	1044121	-	1650	3	4	1	2	2	1	1	5	0	6	2	5
Amillepora00091	chr1	1004830	1006437	-	1608	57	33	40	46	49	56	44	38	34	48	38	37
Amillepora00095	chr1	1040674	1041276	+	603	12	7	8	9	13	3	8	12	4	7	11	6
Amillepora00097	chr1	1044385	1058205	+	13821	101	65	87	120	120	96	80	90	79	81	107	92
Amillepora00093	chr1	1033493	1038492	+	5000	531	427	430	486	508	569	454	459	418	415	400	422
Amillepora00099	chr1	1066566	1087899	+	21334	93	61	61	82	109	114	24	30	29	25	33	28
Amillepora00100	chr1	1090611	1114841	+	24231	128	93	99	128	136	162	72	79	73	84	110	90
Amillepora00109	chr1	1228897	1232612	+	3716	67	42	56	56	49	57	4	8	3	4	12	3
Amillepora00110	chr1	1232909	1235493	-	2585	12	6	13	13	17	13	6	6	3	7	9	5
Amillepora00104	chr1	1177080	1179762	-	2683	15	8	12	17	13	19	4	10	5	8	11	7
Amillepora00112	chr1	1250895	1255172	-	4278	1	0	0	0	1	0	0	0	0	2	0	0
Amillepora00105	chr1	1180201	1200208	-	20008	55	30	26	43	51	83	35	35	31	32	67	34
Amillepora00108	chr1	1200270	1221671	-	21402	33	29	27	25	28	45	21	30	20	30	32	23
Amillepora00111	chr1	1237475	1238034	-	560	12	11	8	8	8	9	2	1	1	4	2	1
Amillepora00119	chr1	1334077	1337129	+	3053	26	17	11	22	20	22	18	16	17	11	18	20
Amillepora00116	chr1	1311028	1328384	+	17357	99	80	79	104	114	121	65	77	67	96	68	79
Amillepora00123	chr1	1353471	1371080	+	17610	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora00114	chr1	1290931	1299497	+	8567	51	40	47	57	43	60	39	33	29	35	35	45
Amillepora00113	chr1	1286577	1287173	+	597	7	7	4	6	7	5	2	2	0	2	2	4
Amillepora00118	chr1	1330805	1332954	-	2150	38	20	23	33	31	38	25	36	23	31	29	37
Amillepora00115	chr1	1306427	1309302	-	2876	12	8	14	21	13	10	11	10	9	19	12	9
Amillepora00120	chr1	1338607	1352117	-	13511	102	82	68	110	120	121	82	92	71	58	80	72
Amillepora00130	chr1	1486472	1487195	+	724	0	0	0	0	0	1	1	0	1	0	0	2
Amillepora00124	chr1	1408150	1416856	+	8707	14	12	8	19	17	20	9	14	13	9	12	22
Amillepora00126	chr1	1419183	1420475	+	1293	2	1	1	1	0	0	0	0	1	1	1	1
Amillepora00122	chr1	1353464	1401959	-	48496	268	196	215	247	243	273	238	290	211	268	308	289
Amillepora00129	chr1	1450096	1477823	-	27728	362	280	307	375	378	406	275	341	313	307	351	344
Amillepora00128	chr1	1430104	1443806	-	13703	340	267	291	409	398	424	391	407	371	442	412	415
Amillepora00127	chr1	1423005	1428375	-	5371	5	9	6	4	11	7	9	3	1	3	4	2
Amillepora00136	chr1	1510127	1520109	+	9983	66	50	60	80	69	57	69	81	87	69	68	74
Amillepora00138	chr1	1549248	1581117	+	31870	204	151	166	207	243	276	235	285	267	241	318	281
Amillepora00135	chr1	1505653	1507679	+	2027	25	16	16	30	26	28	30	27	28	25	25	36
Amillepora00132	chr1	1498041	1499316	+	1276	2	0	1	0	2	1	3	1	1	3	2	0
Amillepora00131	chr1	1494818	1495917	+	1100	11	4	13	15	8	31	19	12	21	18	15	23
Amillepora00134	chr1	1500806	1502209	-	1404	2	0	1	1	3	0	1	4	1	1	0	2
Amillepora00137	chr1	1524069	1536279	-	12211	245	181	192	261	236	296	197	196	162	172	180	186
Amillepora00146	chr1	1644676	1656131	+	11456	23	21	18	31	32	45	18	16	15	15	19	25
Amillepora00144	chr1	1635295	1641728	+	6434	15	12	12	13	13	14	9	9	14	11	16	15
Amillepora00141	chr1	1590870	1597336	+	6467	70	45	52	72	67	87	74	81	53	70	74	79
Amillepora00140	chr1	1587373	1589863	-	2491	75	40	57	54	65	67	69	72	54	60	58	59
Amillepora00145	chr1	1642139	1644242	-	2104	19	14	15	13	16	25	13	17	16	9	12	13
Amillepora00143	chr1	1608466	1635049	-	26584	104	57	86	112	114	107	69	80	55	52	83	64
Amillepora00148	chr1	1699191	1710851	+	11661	40	23	25	33	27	56	32	34	31	42	42	42
Amillepora00155	chr1	1764322	1765741	+	1420	15	8	11	13	15	31	6	7	2	8	8	4
Amillepora00150	chr1	1714586	1734179	+	19594	449	326	337	403	434	458	371	427	355	382	399	420
Amillepora00160	chr1	1774624	1777821	+	3198	13	13	6	6	7	18	10	14	10	10	11	11
Amillepora00154	chr1	1760079	1763688	-	3610	196	147	158	176	171	222	160	190	164	160	168	169
