# Program:featureCounts v1.6.3; Command:"/work/02260/grovesd/stampede2/subread-1.6.3-source/bin/featureCounts" "-a" "/work/02260/grovesd/lonestar/Amil_Zach_Fullers_v2.00/Amil.coding.gff3" "-t" "gene" "-g" "ID" "-o" "rnaseq_gene_counts.txt" "-T" "64" "--primary" "L5-S1_S216_host.bam" "L5-S2_S217_host.bam" "L5-S3_S218_host.bam" "L5-T1_S222_host.bam" "L5-T2_S223_host.bam" "L5-T3_S224_host.bam" "N12-S1_S219_host.bam" "N12-S2_S220_host.bam" "N12-S3_S221_host.bam" "N12-T1_S225_host.bam" "N12-T2_S226_host.bam" "N12-T3_S227_host.bam" 
Geneid	Chr	Start	End	Strand	Length	L5-S1_S216_host.bam	L5-S2_S217_host.bam	L5-S3_S218_host.bam	L5-T1_S222_host.bam	L5-T2_S223_host.bam	L5-T3_S224_host.bam	N12-S1_S219_host.bam	N12-S2_S220_host.bam	N12-S3_S221_host.bam	N12-T1_S225_host.bam	N12-T2_S226_host.bam	N12-T3_S227_host.bam
Amillepora25703	chr14	9515941	9517596	+	1656	0	0	0	0	0	0	0	0	0	0	3	0
Amillepora25701	chr14	9481389	9486748	-	5360	10	9	10	20	17	20	11	10	6	9	21	14
Amillepora25705	chr14	9558398	9558791	-	394	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora25710	chr14	9669670	9680868	+	11199	6	2	4	2	0	5	4	1	2	2	3	2
Amillepora25709	chr14	9669100	9669597	+	498	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25708	chr14	9651557	9655592	+	4036	0	3	2	4	5	2	3	1	6	3	5	2
Amillepora25713	chr14	9726527	9744845	-	18319	41	34	30	31	47	69	13	20	15	19	25	20
Amillepora25714	chr14	9753545	9757644	-	4100	6	5	3	8	9	12	1	5	3	4	5	5
Amillepora25725	chr14	9881940	9884125	+	2186	32	29	26	36	40	33	3	12	7	7	12	13
Amillepora25721	chr14	9839185	9846461	+	7277	94	37	81	76	74	88	82	81	56	81	51	69
Amillepora25718	chr14	9808718	9819053	+	10336	165	93	158	192	164	192	164	193	134	206	147	228
Amillepora25722	chr14	9853190	9870025	+	16836	36	23	22	31	35	27	13	21	13	18	20	26
Amillepora25715	chr14	9764916	9765712	-	797	13	3	5	7	11	12	5	4	3	4	6	2
Amillepora25717	chr14	9797953	9806717	-	8765	31	31	31	31	44	73	21	19	19	18	51	28
Amillepora25719	chr14	9826175	9833886	-	7712	39	32	29	42	35	33	33	36	27	61	39	42
Amillepora25716	chr14	9770487	9773041	-	2555	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora25727	chr14	9914248	9939823	+	25576	154	92	120	156	160	323	37	36	32	28	37	39
Amillepora25733	chr14	9953812	9955896	-	2085	12	14	11	8	12	19	8	11	9	7	12	10
Amillepora25731	chr14	9943115	9945608	-	2494	49	27	27	41	23	52	36	38	46	39	38	41
Amillepora25729	chr14	9936895	9940453	-	3559	9	3	6	2	3	3	1	5	2	2	4	3
Amillepora25726	chr14	9908784	9912363	-	3580	12	12	11	10	20	38	3	4	4	6	18	14
Amillepora25735	chr14	9987511	9992692	+	5182	247	122	161	173	164	230	158	102	98	144	101	128
Amillepora25739	chr14	10029985	10042566	+	12582	31	18	19	26	38	35	29	22	20	25	42	34
Amillepora25742	chr14	10068443	10073065	+	4623	178	109	133	149	142	205	182	164	94	144	114	147
Amillepora25743	chr14	10074206	10075967	+	1762	10	5	4	5	2	5	7	9	3	12	12	12
Amillepora25737	chr14	10007302	10010002	+	2701	31	20	31	35	32	37	23	28	18	27	25	32
Amillepora25732	chr14	9945801	9952799	+	6999	292	156	225	244	252	274	209	203	156	202	173	203
Amillepora25734	chr14	9960584	9980640	+	20057	101	80	79	88	106	133	72	68	37	50	56	68
Amillepora25744	chr14	10077084	10082478	+	5395	4	2	2	1	6	6	1	7	3	2	1	1
Amillepora25736	chr14	9994587	9997643	+	3057	1	1	1	1	2	1	7	9	4	7	8	3
Amillepora25738	chr14	10012016	10024908	+	12893	99	62	89	85	83	130	116	95	82	119	85	103
Amillepora25730	chr14	9940585	9942857	+	2273	8	3	14	13	10	9	18	14	8	16	12	29
Amillepora25740	chr14	10049156	10054891	-	5736	13	6	7	12	16	22	11	11	17	15	20	16
Amillepora25741	chr14	10063688	10067592	-	3905	31	30	39	52	33	47	52	35	23	59	53	32
Amillepora25746	chr14	10093297	10109665	+	16369	116	76	61	95	107	133	101	98	66	99	90	113
Amillepora25749	chr14	10137278	10146360	+	9083	20	13	18	22	14	22	27	22	28	32	36	20
Amillepora25754	chr14	10156093	10170309	+	14217	31	25	33	37	34	45	42	33	38	39	46	53
Amillepora25747	chr14	10112028	10136073	+	24046	312	189	227	313	242	341	578	409	353	517	337	409
Amillepora25745	chr14	10084148	10090775	+	6628	10	6	5	10	6	10	8	6	6	9	4	7
Amillepora25753	chr14	10153521	10153967	+	447	2	1	1	2	2	1	2	1	1	1	2	0
Amillepora25755	chr14	10184848	10198047	-	13200	85	44	60	61	64	66	47	59	22	21	35	24
Amillepora25759	chr14	10246683	10247410	-	728	26	9	14	36	34	39	22	22	24	33	36	36
Amillepora25756	chr14	10209227	10219371	-	10145	41	35	27	53	48	43	21	24	15	22	22	35
Amillepora25760	chr14	10266676	10275945	-	9270	67	33	63	72	61	75	59	63	30	61	44	44
Amillepora25766	chr14	10320749	10322161	+	1413	3	1	0	1	3	0	14	11	9	14	12	10
Amillepora25762	chr14	10276658	10289438	+	12781	54	28	36	48	36	53	42	44	36	36	46	30
Amillepora25768	chr14	10358318	10377479	+	19162	312	210	274	372	345	354	334	336	318	349	332	356
Amillepora25763	chr14	10290206	10293028	-	2823	57	40	46	58	46	123	74	58	40	50	56	75
Amillepora25767	chr14	10326999	10358397	-	31399	63	56	43	83	92	79	66	59	41	69	72	79
Amillepora25764	chr14	10305355	10315209	-	9855	16	11	11	15	10	14	12	9	12	9	14	14
Amillepora25769	chr14	10378318	10380507	-	2190	0	0	0	0	0	1	0	1	0	1	1	0
Amillepora25776	chr14	10444225	10448228	+	4004	1	0	1	1	1	0	0	0	0	0	0	1
Amillepora25778	chr14	10483510	10487848	+	4339	0	1	0	2	2	0	1	0	1	1	0	1
Amillepora25773	chr14	10426635	10437407	+	10773	15	11	11	30	34	21	22	31	16	22	28	35
Amillepora25770	chr14	10388833	10401170	-	12338	9	9	6	6	17	20	12	25	17	20	37	23
Amillepora25774	chr14	10430658	10432205	-	1548	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25772	chr14	10417050	10427042	-	9993	108	70	82	88	90	113	161	203	176	166	155	171
Amillepora25775	chr14	10435961	10442815	-	6855	7	2	4	8	6	7	1	4	7	6	7	6
Amillepora25780	chr14	10563137	10566613	+	3477	0	0	2	0	5	3	1	1	1	1	1	4
Amillepora25782	chr14	10579457	10581316	+	1860	0	1	2	4	1	9	2	4	0	1	1	2
Amillepora25779	chr14	10537725	10539512	-	1788	1	0	1	2	0	2	0	1	0	0	0	1
Amillepora25781	chr14	10568887	10574985	+	6099	7	4	0	7	2	3	5	6	4	2	4	10
Amillepora25786	chr14	10597287	10600731	+	3445	1	0	1	1	3	3	2	1	0	2	0	1
Amillepora25788	chr14	10654289	10656997	+	2709	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora25785	chr14	10593909	10597163	+	3255	0	0	0	0	0	1	0	0	0	0	0	0
Amillepora25789	chr14	10666317	10672376	-	6060	15	20	20	21	29	57	11	13	12	15	17	13
Amillepora25787	chr14	10608662	10619353	-	10692	2	2	3	2	6	8	5	3	7	5	2	6
Amillepora25784	chr14	10592798	10593888	+	1091	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25783	chr14	10592383	10592790	+	408	0	0	0	0	0	1	0	0	0	0	0	0
Amillepora25793	chr14	10713696	10727189	+	13494	2	1	1	2	5	3	0	5	5	5	3	5
Amillepora25790	chr14	10672671	10675725	+	3055	2	1	0	2	2	4	0	2	2	2	3	2
Amillepora25795	chr14	10730126	10739171	+	9046	25	25	16	22	30	37	13	12	22	11	22	14
Amillepora25794	chr14	10720208	10721942	-	1735	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25796	chr14	10738158	10739819	-	1662	4	0	3	1	0	1	0	0	0	1	0	0
Amillepora25791	chr14	10674210	10703656	-	29447	21	12	16	35	34	41	23	30	32	40	36	30
Amillepora25807	chr14	10854252	10857770	+	3519	1	1	2	3	0	1	1	5	5	6	3	2
Amillepora25804	chr14	10818752	10822354	+	3603	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25798	chr14	10771589	10772230	+	642	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25802	chr14	10797612	10805887	+	8276	9	9	11	13	14	12	8	9	8	3	9	13
Amillepora25797	chr14	10762995	10770538	+	7544	2	0	0	3	4	8	0	0	1	2	0	0
Amillepora25808	chr14	10858053	10873805	+	15753	21	22	16	28	31	29	14	22	14	18	26	16
Amillepora25799	chr14	10774582	10776236	+	1655	14	14	14	21	22	14	16	20	17	16	25	11
Amillepora25801	chr14	10794539	10796952	+	2414	0	0	1	0	0	1	0	0	0	0	1	0
Amillepora25800	chr14	10779448	10790446	+	10999	2	2	4	5	9	2	10	2	4	11	5	6
Amillepora25803	chr14	10808362	10823487	-	15126	17	8	8	16	20	18	9	18	12	10	17	6
Amillepora25806	chr14	10844769	10845766	-	998	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora25805	chr14	10823679	10827634	-	3956	5	1	2	4	5	2	3	5	3	3	4	5
Amillepora25810	chr14	10920347	10926176	+	5830	3	0	1	0	4	3	0	1	1	3	4	1
Amillepora25815	chr14	10975546	10981544	+	5999	93	70	80	69	64	115	124	110	102	80	100	85
Amillepora25811	chr14	10946767	10949691	+	2925	48	40	32	38	76	80	15	26	22	14	20	27
Amillepora25812	chr14	10951092	10951725	+	634	1	0	1	3	2	4	0	0	0	1	0	0
Amillepora25818	chr14	11030269	11036203	+	5935	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25817	chr14	11028647	11029240	+	594	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25820	chr14	11104420	11105793	+	1374	2	2	3	3	1	0	4	2	3	1	4	8
Amillepora25824	chr14	11173196	11175304	-	2109	1	0	0	0	1	0	0	0	0	1	0	0
Amillepora25823	chr14	11172455	11173165	-	711	0	0	0	0	1	0	0	0	0	0	0	0
Amillepora25816	chr14	11020274	11095139	-	74866	64	43	55	90	101	83	53	87	69	80	89	103
Amillepora25821	chr14	11111943	11112515	-	573	2	0	1	2	0	0	1	1	1	1	1	0
Amillepora25825	chr14	11201473	11205480	+	4008	1	0	0	0	2	0	1	1	1	1	1	1
Amillepora25828	chr14	11253000	11254703	+	1704	4	0	4	4	0	0	9	8	5	7	11	5
Amillepora25829	chr14	11257082	11276523	-	19442	4632	2557	3206	4682	4429	4234	177	157	206	200	136	153
Amillepora25827	chr14	11222609	11227668	-	5060	60	43	51	56	57	64	53	46	37	48	46	57
Amillepora25826	chr14	11210081	11214203	+	4123	12	5	20	17	16	13	7	7	9	5	8	6
Amillepora25830	chr14	11298506	11314227	+	15722	1367	747	1065	1282	1109	1545	213	153	173	173	112	169
Amillepora25832	chr14	11322520	11323029	+	510	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25838	chr14	11361057	11380256	-	19200	25	29	14	27	59	38	23	23	25	27	50	31
Amillepora25834	chr14	11337524	11339773	-	2250	1	2	2	2	3	1	4	3	2	1	1	1
Amillepora25837	chr14	11357324	11360351	-	3028	0	0	0	0	2	0	4	1	0	4	2	10
Amillepora25839	chr14	11419856	11425093	+	5238	2	0	1	3	3	0	0	3	1	4	7	4
Amillepora25840	chr14	11428408	11430331	+	1924	0	0	0	1	1	0	0	0	0	1	0	0
Amillepora25847	chr14	11560996	11562374	-	1379	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora25845	chr14	11541038	11556422	-	15385	47	28	41	34	43	55	11	16	13	23	24	14
Amillepora25848	chr14	11571120	11592873	+	21754	86	52	59	87	81	73	89	72	52	105	96	119
Amillepora25850	chr14	11648525	11668998	+	20474	39	32	29	46	53	53	64	72	54	80	99	84
Amillepora25849	chr14	11604562	11608392	-	3831	20	16	16	30	34	15	0	0	0	0	0	0
Amillepora25861	chr14	11683539	11688672	-	5134	1	0	0	0	0	0	0	1	0	0	0	0
Amillepora25862	chr14	11695007	11702371	+	7365	6	2	0	1	2	6	2	8	2	0	6	7
Amillepora25863	chr14	11717888	11726865	-	8978	116	59	69	86	58	139	98	74	52	62	55	72
Amillepora25867	chr14	11767432	11780833	-	13402	19	16	19	25	28	21	11	8	16	17	13	15
Amillepora25865	chr14	11750035	11758829	-	8795	6	7	7	8	7	7	12	10	12	6	6	18
Amillepora25870	chr14	11826200	11838621	+	12422	95	74	61	82	92	74	47	48	42	68	39	49
Amillepora25871	chr14	11939254	11939964	-	711	0	0	0	1	1	0	0	0	0	0	0	0
Amillepora25875	chr14	11968874	11970513	-	1640	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25873	chr14	11957912	11968825	-	10914	1	0	0	3	0	3	1	4	1	3	3	2
Amillepora25872	chr14	11952785	11956266	-	3482	4	0	4	8	5	1	0	0	0	0	3	4
Amillepora25874	chr14	11960622	11991802	+	31181	3	1	6	5	5	5	14	7	3	7	10	10
Amillepora25878	chr14	12035604	12037055	-	1452	0	0	0	0	0	0	1	1	2	3	0	0
Amillepora25880	chr14	12037782	12038929	-	1148	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25881	chr14	12042110	12042733	-	624	0	0	0	0	0	0	1	1	0	0	1	1
Amillepora25879	chr14	12037250	12037747	-	498	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora25882	chr14	12042918	12043154	-	237	0	0	0	0	0	0	0	1	0	1	0	0
Amillepora25877	chr14	11998003	12001449	-	3447	4	1	2	2	4	4	2	1	2	2	2	1
Amillepora25876	chr14	11979694	11993705	-	14012	0	0	0	1	0	0	0	0	0	1	4	1
Amillepora25885	chr14	12057342	12060885	-	3544	5	5	6	6	11	8	1	3	5	1	4	5
Amillepora25886	chr14	12071045	12074743	-	3699	1	0	1	3	1	0	0	2	0	0	2	3
Amillepora25887	chr14	12074765	12075883	-	1119	0	0	0	0	1	1	1	0	0	1	0	1
Amillepora25888	chr14	12082268	12093527	+	11260	9	4	2	5	9	3	2	3	2	3	2	3
Amillepora25892	chr14	12133568	12138989	+	5422	0	2	4	4	1	3	14	15	16	19	25	19
Amillepora25893	chr14	12139405	12142852	-	3448	2	2	0	2	3	3	3	7	1	4	7	10
Amillepora25891	chr14	12125093	12126620	-	1528	5	3	2	4	5	3	2	4	5	4	6	5
Amillepora25889	chr14	12096548	12114577	-	18030	43	19	24	30	31	40	11	21	8	21	24	20
Amillepora25894	chr14	12164889	12171566	-	6678	1	0	2	1	2	9	0	1	2	0	3	4
Amillepora25898	chr14	12236878	12239681	+	2804	3	2	3	2	5	8	5	4	3	5	4	2
Amillepora25895	chr14	12167152	12168898	+	1747	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25896	chr14	12178713	12179223	-	511	2	2	0	0	1	3	1	0	0	0	0	3
Amillepora25897	chr14	12199086	12203990	-	4905	1	0	1	3	2	5	0	0	0	0	1	0
Amillepora25902	chr14	12285338	12291848	+	6511	4	3	0	2	3	3	1	3	0	1	5	1
Amillepora25905	chr14	12319776	12345287	+	25512	116	106	74	88	123	174	72	106	62	60	88	52
Amillepora25907	chr14	12342929	12344934	-	2006	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25903	chr14	12287898	12289826	-	1929	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25908	chr14	12346302	12346786	+	485	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25910	chr14	12378845	12380488	+	1644	3	2	5	6	8	10	3	4	4	4	14	5
Amillepora25911	chr14	12380595	12381633	+	1039	0	0	4	1	2	2	1	3	0	3	2	2
Amillepora25914	chr14	12424246	12425306	+	1061	2	1	0	1	0	1	0	2	3	1	0	0
Amillepora25917	chr14	12462256	12463419	-	1164	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora25916	chr14	12451949	12453039	-	1091	0	0	0	0	0	0	0	0	0	0	2	1
Amillepora25912	chr14	12398450	12399798	-	1349	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25913	chr14	12399825	12400961	-	1137	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora25915	chr14	12451097	12451816	-	720	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25918	chr14	12485570	12490349	+	4780	1	0	0	3	2	0	0	3	0	2	2	2
Amillepora25919	chr14	12530192	12532008	+	1817	0	0	0	0	0	0	3	3	3	1	1	0
Amillepora25920	chr14	12532634	12533852	-	1219	0	0	0	1	1	0	0	1	0	2	1	0
Amillepora25926	chr14	12679622	12682933	+	3312	1	0	0	0	2	2	7	12	13	10	11	6
Amillepora25924	chr14	12658476	12661484	+	3009	8	6	7	10	9	4	172	161	145	149	129	158
Amillepora25923	chr14	12646317	12647479	-	1163	7	2	3	6	4	2	2	1	2	2	0	0
Amillepora25928	chr14	12741586	12741813	-	228	0	1	2	1	1	1	0	0	0	2	2	2
Amillepora25925	chr14	12676089	12677272	-	1184	3	0	3	3	2	2	10	8	13	15	12	14
Amillepora25929	chr14	12764894	12772143	-	7250	11	10	8	12	20	11	26	30	24	22	25	35
Amillepora25927	chr14	12718577	12719289	-	713	0	0	0	0	0	0	1	0	0	0	0	0
Amillepora25936	chr14	12860948	12869447	+	8500	360	211	303	460	404	435	356	402	335	432	388	475
Amillepora25933	chr14	12817789	12829669	+	11881	56	26	56	51	53	82	72	82	72	57	41	55
Amillepora25932	chr14	12802076	12814673	+	12598	112	50	82	101	89	102	131	86	94	115	69	106
Amillepora25931	chr14	12796611	12801911	-	5301	12	14	23	24	8	15	14	6	15	15	7	18
Amillepora25935	chr14	12837577	12840118	-	2542	0	0	0	0	0	0	0	0	0	0	2	2
Amillepora25930	chr14	12787835	12792113	-	4279	49	27	37	39	32	49	58	59	54	90	57	70
Amillepora25937	chr14	12878438	12895334	+	16897	9	11	9	9	13	20	9	4	7	16	22	19
Amillepora25940	chr14	12938044	12946881	-	8838	33	20	25	43	26	54	57	50	44	47	45	57
Amillepora25945	chr14	13020279	13030831	+	10553	30	16	25	25	25	25	128	102	82	105	103	120
Amillepora25944	chr14	13017940	13019887	+	1948	0	0	0	0	0	1	2	1	1	0	0	2
Amillepora25942	chr14	12999644	13002089	+	2446	15	14	13	20	16	12	4	5	8	6	14	9
Amillepora25941	chr14	12975637	12995041	-	19405	80	61	52	75	59	87	53	60	65	53	71	67
Amillepora25943	chr14	13017627	13017909	+	283	0	0	0	0	1	0	0	2	0	1	0	1
Amillepora25950	chr14	13044372	13044992	+	621	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25952	chr14	13084498	13085239	+	742	4	22	20	14	10	16	10	36	33	34	21	26
Amillepora25954	chr14	13128564	13131981	-	3418	4	1	3	8	13	5	4	2	6	4	7	8
Amillepora25953	chr14	13112941	13116305	+	3365	0	2	1	0	2	1	0	0	0	0	1	0
Amillepora25957	chr14	13215051	13216715	-	1665	1	1	1	4	3	2	0	2	1	7	3	3
Amillepora25959	chr14	13253453	13257369	-	3917	4	0	2	1	2	3	1	0	4	1	3	2
Amillepora25958	chr14	13247672	13248501	-	830	0	1	0	0	1	0	0	0	0	0	0	0
Amillepora25960	chr14	13258599	13268046	-	9448	8	13	14	9	16	26	19	22	18	37	42	27
Amillepora25956	chr14	13200999	13204292	+	3294	4	0	1	1	4	2	1	3	2	1	2	2
Amillepora25961	chr14	13295506	13296609	+	1104	2	2	1	4	4	4	2	3	1	7	4	4
Amillepora25963	chr14	13312841	13317484	+	4644	1	1	3	1	2	2	5	1	0	1	2	1
Amillepora25964	chr14	13337658	13338668	-	1011	0	0	0	0	0	0	1	5	3	6	13	8
Amillepora25965	chr14	13338692	13341671	-	2980	1	0	2	10	4	2	0	0	0	0	0	2
Amillepora25962	chr14	13296165	13305443	-	9279	32	8	18	16	15	16	2	7	4	7	2	3
Amillepora25967	chr14	13467880	13485964	-	18085	13	18	22	36	25	22	7	14	8	16	14	16
Amillepora25968	chr14	13489012	13496949	+	7938	22	17	19	22	18	49	4	4	3	4	6	2
Amillepora25972	chr14	13539855	13544619	+	4765	0	1	3	0	0	1	1	0	0	1	0	0
Amillepora25973	chr14	13551783	13554281	+	2499	0	5	4	4	6	6	4	3	6	3	8	4
Amillepora25971	chr14	13536737	13538903	+	2167	0	1	0	0	0	0	0	0	0	0	0	1
Amillepora25974	chr14	13595301	13598251	+	2951	2	2	0	2	0	1	0	0	0	0	0	0
Amillepora25975	chr14	13636372	13638341	+	1970	0	0	0	0	0	0	0	0	1	1	0	0
Amillepora25982	chr14	13750989	13752337	-	1349	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25980	chr14	13710427	13714616	+	4190	2	2	0	2	5	0	4	0	7	0	1	2
Amillepora25979	chr14	13703758	13708620	+	4863	2	1	0	1	2	1	1	1	0	0	0	0
Amillepora25977	chr14	13690445	13692354	-	1910	2	2	2	1	1	1	0	1	3	0	6	1
Amillepora25981	chr14	13714617	13716337	+	1721	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora25984	chr14	13777993	13790969	+	12977	27	36	37	40	48	90	29	34	22	13	26	32
Amillepora25988	chr14	13965413	13966033	+	621	0	0	1	1	0	0	0	1	2	1	0	1
Amillepora25993	chr14	14045074	14054375	+	9302	43	27	33	30	36	51	24	18	24	48	52	27
Amillepora25994	chr14	14055996	14056893	+	898	37	10	17	28	27	21	12	3	8	13	10	11
Amillepora25992	chr14	14003636	14005565	+	1930	27	25	41	22	33	35	36	32	60	30	21	38
Amillepora25991	chr14	14000258	14001447	+	1190	4	1	2	3	5	5	3	2	5	5	1	3
Amillepora25989	chr14	13991900	13996152	+	4253	0	0	0	1	0	1	1	1	1	1	0	0
Amillepora25999	chr14	14152075	14163003	+	10929	23	24	14	20	28	37	18	22	18	13	38	21
Amillepora25996	chr14	14081949	14125050	+	43102	1937	945	1390	1580	1447	1810	3032	2608	2057	2638	1823	2416
Amillepora25998	chr14	14090816	14096379	-	5564	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora25997	chr14	14085942	14087687	-	1746	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora26001	chr14	14163879	14166509	-	2631	13	7	13	16	18	13	13	8	6	14	27	12
Amillepora26005	chr14	14189286	14217606	+	28321	286	178	199	337	332	418	200	181	166	194	223	209
Amillepora26002	chr14	14166904	14178328	+	11425	141	78	128	132	136	165	149	142	106	148	95	135
Amillepora26012	chr14	14280463	14281401	+	939	33	16	18	36	26	50	19	13	10	18	15	29
Amillepora26010	chr14	14265418	14266323	+	906	5	9	9	10	16	21	10	5	2	2	3	5
Amillepora26007	chr14	14254454	14257931	+	3478	73	54	40	75	81	82	48	48	24	41	50	50
Amillepora26009	chr14	14260095	14263777	+	3683	5	2	2	5	11	1	1	3	1	0	5	1
Amillepora26003	chr14	14179587	14190583	-	10997	55	39	34	70	59	68	50	46	49	51	41	63
Amillepora26011	chr14	14268108	14273981	+	5874	9	2	6	7	6	6	13	9	11	6	12	12
Amillepora26008	chr14	14258327	14260070	+	1744	15	13	16	14	26	34	9	12	4	11	13	7
Amillepora26018	chr14	14363280	14387652	+	24373	161	130	132	178	193	233	124	144	140	201	194	166
Amillepora26016	chr14	14336138	14347624	+	11487	109	76	87	87	85	119	80	58	52	69	50	77
Amillepora26017	chr14	14350294	14363195	-	12902	46	33	32	43	50	33	46	48	30	64	38	62
Amillepora26015	chr14	14334152	14335051	-	900	1	0	1	2	1	10	0	3	1	1	0	0
Amillepora26013	chr14	14310255	14315521	-	5267	5	2	3	5	2	2	3	5	6	6	2	3
Amillepora26027	chr14	14455405	14456860	+	1456	24	17	20	36	18	23	56	52	59	42	50	72
Amillepora26020	chr14	14393492	14401099	-	7608	41	42	37	41	49	56	32	36	31	28	36	28
Amillepora26026	chr14	14447859	14454832	-	6974	35	26	39	36	33	39	31	30	26	18	17	29
Amillepora26019	chr14	14390189	14392522	-	2334	54	21	33	40	23	59	68	53	40	52	42	47
Amillepora26025	chr14	14436147	14437501	-	1355	0	1	0	1	0	0	0	0	2	2	2	0
Amillepora26021	chr14	14404255	14412022	-	7768	300	153	200	313	277	280	181	184	145	210	214	228
Amillepora26028	chr14	14458890	14459608	-	719	0	0	0	1	1	0	2	1	1	0	0	0
Amillepora26023	chr14	14414294	14433889	-	19596	89	54	64	73	118	96	42	63	59	68	93	84
Amillepora26030	chr14	14462718	14463506	-	789	0	1	1	4	1	3	5	5	4	4	6	13
Amillepora26029	chr14	14460674	14461802	-	1129	0	0	0	0	0	1	0	1	2	1	1	2
Amillepora26034	chr14	14535294	14542124	+	6831	42	20	29	43	33	52	15	31	20	27	27	34
Amillepora26035	chr14	14544645	14566834	-	22190	25	27	33	34	34	64	15	33	30	28	27	26
Amillepora26031	chr14	14480142	14507017	-	26876	66	54	38	80	109	160	57	73	62	96	108	71
Amillepora26033	chr14	14508625	14522120	-	13496	11	5	5	5	19	4	6	9	15	7	18	12
Amillepora26041	chr14	14658626	14662902	+	4277	3	0	0	2	0	3	1	2	1	0	2	1
Amillepora26038	chr14	14592841	14618949	+	26109	55	42	38	51	60	57	39	41	42	53	57	50
Amillepora26044	chr14	14668301	14675060	-	6760	121	65	83	115	127	126	174	215	195	233	263	212
Amillepora26037	chr14	14586839	14592415	-	5577	18	12	15	9	23	21	23	31	20	22	40	42
Amillepora26039	chr14	14625762	14648410	-	22649	35	25	28	19	40	48	36	45	40	50	47	64
Amillepora26043	chr14	14663270	14665969	-	2700	26	21	20	30	34	20	90	72	68	71	57	78
Amillepora26040	chr14	14652435	14658679	-	6245	56	52	46	60	64	101	38	57	47	70	39	49
Amillepora26036	chr14	14584515	14586131	-	1617	17	8	15	23	22	25	17	24	20	29	29	18
Amillepora26042	chr14	14659556	14663164	-	3609	2	5	0	2	1	2	4	3	3	2	1	3
Amillepora26051	chr14	14766037	14771501	+	5465	7	5	2	4	9	6	3	4	5	4	5	4
Amillepora26050	chr14	14747246	14763926	+	16681	84	61	59	83	93	92	56	66	51	63	53	65
Amillepora26048	chr14	14712771	14726623	+	13853	9	5	7	13	13	15	6	5	5	6	7	0
Amillepora26047	chr14	14695197	14703406	+	8210	20	12	17	20	17	19	20	14	16	18	16	21
Amillepora26046	chr14	14692135	14694820	-	2686	162	102	119	168	130	195	108	99	78	85	68	85
Amillepora26049	chr14	14729421	14744082	-	14662	64	34	37	46	44	48	91	66	43	55	55	49
Amillepora26052	chr14	14775654	14815694	+	40041	4073	2333	3278	3468	3189	2964	4258	4349	3285	5408	3538	5183
Amillepora26055	chr14	14837417	14846575	+	9159	167	88	145	149	143	148	125	121	114	103	104	100
Amillepora26053	chr14	14820482	14828379	-	7898	3	2	1	2	8	12	3	7	6	4	12	15
Amillepora26056	chr14	14850377	14859504	-	9128	239	131	182	193	157	313	205	179	141	224	166	213
Amillepora26054	chr14	14829672	14837318	-	7647	18	14	16	21	17	21	13	21	11	13	11	18
Amillepora26057	chr14	14861098	14874923	-	13826	124	60	83	151	132	102	96	92	72	111	117	95
Amillepora26059	chr14	14880548	14890253	+	9706	72	43	39	72	54	67	64	75	44	76	62	65
Amillepora26060	chr14	14890893	14893034	+	2142	23	5	14	12	14	14	11	10	8	15	12	25
Amillepora26061	chr14	14907987	14911255	-	3269	84	54	38	65	73	66	82	83	68	118	126	109
Amillepora26064	chr14	14954041	14956900	-	2860	26	8	13	24	28	39	117	67	43	59	34	60
Amillepora26062	chr14	14918785	14927494	-	8710	30	12	26	41	36	34	27	44	37	42	57	33
