chr	feature	start	stop	strand	featureID	parentID
chr13	mRNA	19246207	19247757	+	Amillepora16494-RA	Amillepora16494
chr13	mRNA	19362309	19364532	+	Amillepora16502-RA	Amillepora16502
chr13	mRNA	19321304	19361219	+	Amillepora16500-RA	Amillepora16500
chr13	mRNA	19305729	19320562	+	Amillepora16499-RA	Amillepora16499
chr13	mRNA	19366159	19376447	+	Amillepora16503-RA	Amillepora16503
chr13	mRNA	19385330	19387886	+	Amillepora16505-RA	Amillepora16505
chr13	mRNA	19295714	19296315	+	Amillepora16498-RA	Amillepora16498
chr13	mRNA	19462699	19465731	+	Amillepora16513-RA	Amillepora16513
chr13	mRNA	19484951	19489317	+	Amillepora16516-RA	Amillepora16516
chr13	mRNA	19433545	19434420	+	Amillepora16508-RA	Amillepora16508
chr13	mRNA	19436924	19441319	+	Amillepora16510-RA	Amillepora16510
chr13	mRNA	19434783	19436867	-	Amillepora16509-RA	Amillepora16509
chr13	mRNA	19476517	19478811	-	Amillepora16515-RA	Amillepora16515
chr13	mRNA	19466818	19474185	-	Amillepora16514-RA	Amillepora16514
chr13	mRNA	19378560	19385697	-	Amillepora16504-RA	Amillepora16504
chr13	mRNA	19449632	19458407	-	Amillepora16512-RA	Amillepora16512
chr13	mRNA	19402271	19418177	-	Amillepora16507-RA	Amillepora16507
chr13	mRNA	19388953	19400388	-	Amillepora16506-RA	Amillepora16506
chr13	mRNA	19440743	19446061	-	Amillepora16511-RA	Amillepora16511
chr13	mRNA	19493562	19498635	+	Amillepora16518-RA	Amillepora16518
chr13	mRNA	19501255	19510663	+	Amillepora16520-RA	Amillepora16520
chr13	mRNA	19526659	19530613	+	Amillepora16525-RA	Amillepora16525
chr13	mRNA	19520118	19521764	+	Amillepora16523-RA	Amillepora16523
chr13	mRNA	19541427	19562557	+	Amillepora16527-RA	Amillepora16527
chr13	mRNA	19531146	19539914	+	Amillepora16526-RA	Amillepora16526
chr13	mRNA	19517726	19518628	+	Amillepora16522-RA	Amillepora16522
chr13	mRNA	19498903	19501045	-	Amillepora16519-RA	Amillepora16519
chr13	mRNA	19510979	19516874	-	Amillepora16521-RA	Amillepora16521
chr13	mRNA	19524548	19526511	-	Amillepora16524-RA	Amillepora16524
chr13	mRNA	19600118	19602052	+	Amillepora16530-RA	Amillepora16530
chr13	mRNA	19577924	19589234	+	Amillepora16528-RA	Amillepora16528
chr13	mRNA	19623584	19631290	+	Amillepora16536-RA	Amillepora16536
chr13	mRNA	19632960	19651444	+	Amillepora16538-RA	Amillepora16538
chr13	mRNA	19593439	19595721	-	Amillepora16529-RA	Amillepora16529
chr13	mRNA	19631775	19634524	-	Amillepora16537-RA	Amillepora16537
chr13	mRNA	19606996	19607871	-	Amillepora16532-RA	Amillepora16532
chr13	mRNA	19613190	19619025	-	Amillepora16534-RA	Amillepora16534
chr13	mRNA	19652796	19663785	-	Amillepora16539-RA	Amillepora16539
chr13	mRNA	19666740	19670956	-	Amillepora16540-RA	Amillepora16540
chr13	mRNA	19620022	19622943	-	Amillepora16535-RA	Amillepora16535
chr13	mRNA	19604037	19605347	-	Amillepora16531-RA	Amillepora16531
chr13	mRNA	19608339	19608923	-	Amillepora16533-RA	Amillepora16533
chr13	mRNA	19753435	19762022	+	Amillepora16550-RA	Amillepora16550
chr13	mRNA	19748032	19751878	+	Amillepora16548-RA	Amillepora16548
chr13	mRNA	19725431	19730892	+	Amillepora16545-RA	Amillepora16545
chr13	mRNA	19694835	19708549	+	Amillepora16543-RA	Amillepora16543
chr13	mRNA	19677819	19687510	+	Amillepora16541-RA	Amillepora16541
chr13	mRNA	19762654	19766224	-	Amillepora16551-RA	Amillepora16551
chr13	mRNA	19752138	19753330	-	Amillepora16549-RA	Amillepora16549
chr13	mRNA	19767523	19768203	-	Amillepora16552-RA	Amillepora16552
chr13	mRNA	19710269	19724790	-	Amillepora16544-RA	Amillepora16544
chr13	mRNA	19688397	19694657	-	Amillepora16542-RA	Amillepora16542
chr13	mRNA	19745965	19747938	-	Amillepora16547-RA	Amillepora16547
chr13	mRNA	19736653	19744314	-	Amillepora16546-RA	Amillepora16546
chr13	mRNA	19821753	19848045	+	Amillepora16556-RA	Amillepora16556
chr13	mRNA	19768311	19780014	+	Amillepora16553-RA	Amillepora16553
chr13	mRNA	19863065	19863844	+	Amillepora16560-RA	Amillepora16560
chr13	mRNA	19857496	19858254	+	Amillepora16559-RA	Amillepora16559
chr13	mRNA	19781949	19791477	+	Amillepora16554-RA	Amillepora16554
chr13	mRNA	19849812	19855498	+	Amillepora16557-RA	Amillepora16557
chr13	mRNA	19809629	19820329	-	Amillepora16555-RA	Amillepora16555
chr13	mRNA	19855938	19856340	+	Amillepora16558-RA	Amillepora16558
chr13	mRNA	19986861	19988277	+	Amillepora16573-RA	Amillepora16573
chr13	mRNA	19949618	19977677	+	Amillepora16568-RA	Amillepora16568
chr13	mRNA	19915000	19925071	-	Amillepora16566-RA	Amillepora16566
chr13	mRNA	19977763	19980274	-	Amillepora16571-RA	Amillepora16571
chr13	mRNA	19926833	19928555	-	Amillepora16567-RA	Amillepora16567
chr13	mRNA	19868483	19889861	-	Amillepora16562-RA	Amillepora16562
chr13	mRNA	19864610	19868175	-	Amillepora16561-RA	Amillepora16561
chr13	mRNA	20041832	20055200	+	Amillepora16581-RA	Amillepora16581
chr13	mRNA	20004436	20007815	+	Amillepora16577-RA	Amillepora16577
chr13	mRNA	20009151	20025413	+	Amillepora16578-RA	Amillepora16578
chr13	mRNA	20058598	20059573	-	Amillepora16583-RA	Amillepora16583
chr13	mRNA	19981927	19985601	-	Amillepora16572-RA	Amillepora16572
chr13	mRNA	20063470	20086499	-	Amillepora16584-RA	Amillepora16584
chr13	mRNA	20039968	20041780	-	Amillepora16580-RA	Amillepora16580
chr13	mRNA	20025524	20039270	-	Amillepora16579-RA	Amillepora16579
chr13	mRNA	19995431	20003929	-	Amillepora16575-RA	Amillepora16575
chr13	mRNA	19987845	19995138	-	Amillepora16574-RA	Amillepora16574
chr13	mRNA	20159305	20164810	+	Amillepora16593-RA	Amillepora16593
chr13	mRNA	20147591	20158079	+	Amillepora16592-RA	Amillepora16592
chr13	mRNA	20130029	20139457	+	Amillepora16591-RA	Amillepora16591
chr13	mRNA	20102714	20111025	+	Amillepora16587-RA	Amillepora16587
chr13	mRNA	20169144	20186382	-	Amillepora16594-RA	Amillepora16594
chr13	mRNA	20115985	20118191	-	Amillepora16589-RA	Amillepora16589
chr13	mRNA	20111005	20111688	-	Amillepora16588-RA	Amillepora16588
chr13	mRNA	20092813	20102174	-	Amillepora16586-RA	Amillepora16586
chr13	mRNA	20126149	20129107	-	Amillepora16590-RA	Amillepora16590
chr13	mRNA	20245696	20257637	+	Amillepora16602-RA	Amillepora16602
chr13	mRNA	20231589	20240240	+	Amillepora16600-RA	Amillepora16600
chr13	mRNA	20218871	20226570	+	Amillepora16597-RA	Amillepora16597
chr13	mRNA	20227509	20231252	+	Amillepora16599-RA	Amillepora16599
chr13	mRNA	20241088	20245288	-	Amillepora16601-RA	Amillepora16601
chr13	mRNA	20258318	20270408	-	Amillepora16603-RA	Amillepora16603
chr13	mRNA	20208268	20218351	-	Amillepora16595-RA	Amillepora16595
chr13	mRNA	20288254	20299283	+	Amillepora16604-RA	Amillepora16604
chr13	mRNA	20355259	20364857	+	Amillepora16612-RA	Amillepora16612
chr13	mRNA	20320923	20325325	+	Amillepora16607-RA	Amillepora16607
chr13	mRNA	20314135	20316682	+	Amillepora16606-RA	Amillepora16606
chr13	mRNA	20325893	20335824	-	Amillepora16608-RA	Amillepora16608
chr13	mRNA	20346674	20354739	-	Amillepora16611-RA	Amillepora16611
chr13	mRNA	20300043	20313096	-	Amillepora16605-RA	Amillepora16605
chr13	mRNA	20336143	20345422	-	Amillepora16609-RA	Amillepora16609
chr13	mRNA	20460287	20462587	+	Amillepora16619-RA	Amillepora16619
chr13	mRNA	20391434	20408516	+	Amillepora16614-RA	Amillepora16614
chr13	mRNA	20449155	20453623	+	Amillepora16618-RA	Amillepora16618
chr13	mRNA	20475012	20482920	+	Amillepora16622-RA	Amillepora16622
chr13	mRNA	20412836	20419211	-	Amillepora16615-RA	Amillepora16615
chr13	mRNA	20420437	20434784	-	Amillepora16616-RA	Amillepora16616
chr13	mRNA	20438957	20448254	-	Amillepora16617-RA	Amillepora16617
chr13	mRNA	20468632	20485958	-	Amillepora16621-RA	Amillepora16621
chr13	mRNA	20466452	20467661	+	Amillepora16620-RA	Amillepora16620
chr13	mRNA	20517928	20518903	+	Amillepora16626-RA	Amillepora16626
chr13	mRNA	20490208	20514031	+	Amillepora16624-RA	Amillepora16624
chr13	mRNA	20538189	20551885	+	Amillepora16629-RA	Amillepora16629
chr13	mRNA	20535428	20537436	+	Amillepora16628-RA	Amillepora16628
chr13	mRNA	20522280	20535361	-	Amillepora16627-RA	Amillepora16627
chr13	mRNA	20551996	20568561	-	Amillepora16630-RA	Amillepora16630
chr13	mRNA	20569159	20572364	-	Amillepora16631-RA	Amillepora16631
chr13	mRNA	20572880	20581295	+	Amillepora16632-RA	Amillepora16632
chr13	mRNA	20669265	20675081	+	Amillepora16640-RA	Amillepora16640
chr13	mRNA	20581591	20588186	+	Amillepora16633-RA	Amillepora16633
chr13	mRNA	20587754	20589163	-	Amillepora16634-RA	Amillepora16634
chr13	mRNA	20599107	20600166	-	Amillepora16635-RA	Amillepora16635
chr13	mRNA	20617440	20617853	-	Amillepora16639-RA	Amillepora16639
chr13	mRNA	20613908	20617408	-	Amillepora16638-RA	Amillepora16638
chr13	mRNA	20600350	20601273	-	Amillepora16636-RA	Amillepora16636
chr13	mRNA	20608084	20608724	-	Amillepora16637-RA	Amillepora16637
chr13	mRNA	20682778	20686019	+	Amillepora16641-RA	Amillepora16641
chr13	mRNA	20773764	20776897	+	Amillepora16648-RA	Amillepora16648
chr13	mRNA	20739838	20742988	+	Amillepora16645-RA	Amillepora16645
chr13	mRNA	20767771	20770191	-	Amillepora16647-RA	Amillepora16647
chr13	mRNA	20728244	20734086	-	Amillepora16644-RA	Amillepora16644
chr13	mRNA	20706269	20710158	-	Amillepora16642-RA	Amillepora16642
chr13	mRNA	20748732	20752621	-	Amillepora16646-RA	Amillepora16646
chr13	mRNA	20830181	20840456	+	Amillepora16653-RA	Amillepora16653
chr13	mRNA	20815271	20827004	+	Amillepora16651-RA	Amillepora16651
chr13	mRNA	20845484	20889512	+	Amillepora16655-RA	Amillepora16655
chr13	mRNA	20828355	20830016	-	Amillepora16652-RA	Amillepora16652
chr13	mRNA	20843523	20845237	-	Amillepora16654-RA	Amillepora16654
chr13	mRNA	20784024	20789883	-	Amillepora16649-RA	Amillepora16649
chr13	mRNA	20808013	20811797	+	Amillepora16650-RA	Amillepora16650
chr13	mRNA	20972725	20979878	+	Amillepora16666-RA	Amillepora16666
chr13	mRNA	20897445	20925300	+	Amillepora16661-RA	Amillepora16661
chr13	mRNA	20947373	20966545	+	Amillepora16664-RA	Amillepora16664
chr13	mRNA	20928976	20940068	-	Amillepora16663-RA	Amillepora16663
chr13	mRNA	20889874	20897306	-	Amillepora16660-RA	Amillepora16660
chr13	mRNA	20886278	20887082	-	Amillepora16659-RA	Amillepora16659
chr13	mRNA	20880596	20881376	-	Amillepora16658-RA	Amillepora16658
chr13	mRNA	21048054	21052220	+	Amillepora16669-RA	Amillepora16669
chr13	mRNA	21071238	21078859	-	Amillepora16671-RA	Amillepora16671
chr13	mRNA	21053991	21064232	-	Amillepora16670-RA	Amillepora16670
chr13	mRNA	20984772	20998719	-	Amillepora16667-RA	Amillepora16667
chr13	mRNA	21010992	21012804	-	Amillepora16668-RA	Amillepora16668
chr13	mRNA	21137178	21144804	+	Amillepora16674-RA	Amillepora16674
chr13	mRNA	21155019	21158662	+	Amillepora16676-RA	Amillepora16676
chr13	mRNA	21178288	21189004	+	Amillepora16679-RA	Amillepora16679
chr13	mRNA	21145358	21154846	-	Amillepora16675-RA	Amillepora16675
chr13	mRNA	21158524	21178174	-	Amillepora16677-RA	Amillepora16677
chr13	mRNA	21105848	21109096	-	Amillepora16673-RA	Amillepora16673
chr13	mRNA	21213225	21237204	+	Amillepora16683-RA	Amillepora16683
chr13	mRNA	21249547	21252238	+	Amillepora16685-RA	Amillepora16685
chr13	mRNA	21199909	21204746	+	Amillepora16681-RA	Amillepora16681
chr13	mRNA	21206955	21213190	+	Amillepora16682-RA	Amillepora16682
chr13	mRNA	21195388	21196851	-	Amillepora16680-RA	Amillepora16680
chr13	mRNA	21378778	21382411	+	Amillepora16692-RA	Amillepora16692
chr13	mRNA	21304976	21312911	+	Amillepora16687-RA	Amillepora16687
chr13	mRNA	21320978	21325170	-	Amillepora16689-RA	Amillepora16689
chr13	mRNA	21299948	21304855	-	Amillepora16686-RA	Amillepora16686
chr13	mRNA	21328251	21343561	-	Amillepora16690-RA	Amillepora16690
chr13	mRNA	21313177	21316105	-	Amillepora16688-RA	Amillepora16688
chr13	mRNA	21424686	21432739	+	Amillepora16697-RA	Amillepora16697
chr13	mRNA	21470716	21476694	+	Amillepora16701-RA	Amillepora16701
chr13	mRNA	21411588	21418113	+	Amillepora16696-RA	Amillepora16696
chr13	mRNA	21396015	21410258	+	Amillepora16694-RA	Amillepora16694
chr13	mRNA	21438389	21440969	+	Amillepora16699-RA	Amillepora16699
chr13	mRNA	21434632	21438287	-	Amillepora16698-RA	Amillepora16698
chr13	mRNA	21442217	21452271	-	Amillepora16700-RA	Amillepora16700
chr13	mRNA	21491939	21494850	+	Amillepora16702-RA	Amillepora16702
chr13	mRNA	21515133	21533394	+	Amillepora16704-RA	Amillepora16704
chr13	mRNA	21508919	21512025	+	Amillepora16703-RA	Amillepora16703
chr13	mRNA	21534883	21542586	-	Amillepora16706-RA	Amillepora16706
chr13	mRNA	21524453	21526387	-	Amillepora16705-RA	Amillepora16705
chr13	mRNA	21638293	21643379	+	Amillepora16708-RA	Amillepora16708
chr13	mRNA	21660468	21663540	+	Amillepora16712-RA	Amillepora16712
chr13	mRNA	21648208	21655493	-	Amillepora16709-RA	Amillepora16709
chr13	mRNA	21663694	21668071	-	Amillepora16713-RA	Amillepora16713
chr13	mRNA	21687423	21693806	+	Amillepora16715-RA	Amillepora16715
chr13	mRNA	21728340	21748863	+	Amillepora16717-RA	Amillepora16717
chr13	mRNA	21750263	21753163	-	Amillepora16718-RA	Amillepora16718
chr13	mRNA	21670051	21686251	-	Amillepora16714-RA	Amillepora16714
chr13	mRNA	21695276	21727824	-	Amillepora16716-RA	Amillepora16716
chr13	mRNA	21829435	21834264	+	Amillepora16723-RA	Amillepora16723
chr13	mRNA	21845530	21867646	+	Amillepora16725-RA	Amillepora16725
chr13	mRNA	21814702	21828191	+	Amillepora16722-RA	Amillepora16722
chr13	mRNA	21804607	21813475	+	Amillepora16721-RA	Amillepora16721
chr13	mRNA	21771897	21776558	-	Amillepora16719-RA	Amillepora16719
chr13	mRNA	21834638	21843093	-	Amillepora16724-RA	Amillepora16724
chr13	mRNA	21798089	21800671	-	Amillepora16720-RA	Amillepora16720
chr13	mRNA	21941330	21946185	+	Amillepora16737-RA	Amillepora16737
chr13	mRNA	21962142	21982791	+	Amillepora16739-RA	Amillepora16739
chr13	mRNA	21893719	21899822	+	Amillepora16729-RA	Amillepora16729
chr13	mRNA	21904109	21907281	+	Amillepora16731-RA	Amillepora16731
chr13	mRNA	21934118	21939643	+	Amillepora16736-RA	Amillepora16736
chr13	mRNA	21946571	21959700	-	Amillepora16738-RA	Amillepora16738
chr13	mRNA	21900767	21903986	-	Amillepora16730-RA	Amillepora16730
chr13	mRNA	21907803	21924889	-	Amillepora16732-RA	Amillepora16732
chr13	mRNA	21884934	21893089	-	Amillepora16728-RA	Amillepora16728
chr13	mRNA	21878566	21883564	-	Amillepora16727-RA	Amillepora16727
chr13	mRNA	21869153	21877900	-	Amillepora16726-RA	Amillepora16726
chr13	mRNA	22013453	22019497	+	Amillepora16742-RA	Amillepora16742
chr13	mRNA	22024095	22027269	+	Amillepora16744-RA	Amillepora16744
chr13	mRNA	22060526	22066760	+	Amillepora16749-RA	Amillepora16749
chr13	mRNA	22027795	22047600	-	Amillepora16745-RA	Amillepora16745
chr13	mRNA	22020430	22024038	-	Amillepora16743-RA	Amillepora16743
chr13	mRNA	22009327	22016692	-	Amillepora16741-RA	Amillepora16741
chr13	mRNA	21984302	22009307	-	Amillepora16740-RA	Amillepora16740
chr13	mRNA	22067774	22088258	-	Amillepora16750-RA	Amillepora16750
chr13	mRNA	22089294	22092410	-	Amillepora16751-RA	Amillepora16751
chr13	mRNA	22093457	22099767	-	Amillepora16752-RA	Amillepora16752
chr13	mRNA	22179511	22181774	+	Amillepora16754-RA	Amillepora16754
chr13	mRNA	22311537	22315970	+	Amillepora16767-RA	Amillepora16767
chr13	mRNA	22248732	22252850	+	Amillepora16762-RA	Amillepora16762
chr13	mRNA	22299350	22310329	+	Amillepora16766-RA	Amillepora16766
chr13	mRNA	22223447	22229096	+	Amillepora16757-RA	Amillepora16757
chr13	mRNA	22319846	22325025	+	Amillepora16768-RA	Amillepora16768
chr13	mRNA	22282482	22282976	+	Amillepora16764-RA	Amillepora16764
chr13	mRNA	22229414	22231120	+	Amillepora16759-RA	Amillepora16759
chr13	mRNA	22271991	22276342	-	Amillepora16763-RA	Amillepora16763
chr13	mRNA	22244492	22245260	-	Amillepora16761-RA	Amillepora16761
chr13	mRNA	22231006	22242975	-	Amillepora16760-RA	Amillepora16760
chr13	mRNA	22283005	22286521	+	Amillepora16765-RA	Amillepora16765
chr14	mRNA	18516	19463	+	Amillepora24856-RA	Amillepora24856
chr14	mRNA	60817	63301	+	Amillepora24861-RA	Amillepora24861
chr14	mRNA	24413	40303	+	Amillepora24858-RA	Amillepora24858
chr14	mRNA	1	10715	-	Amillepora24855-RA	Amillepora24855
chr14	mRNA	53705	60753	-	Amillepora24860-RA	Amillepora24860
chr14	mRNA	65650	70299	-	Amillepora24862-RA	Amillepora24862
chr14	mRNA	35298	37809	-	Amillepora24859-RA	Amillepora24859
chr14	mRNA	21408	24162	-	Amillepora24857-RA	Amillepora24857
chr14	mRNA	72675	80653	-	Amillepora24863-RA	Amillepora24863
chr14	mRNA	158539	161165	+	Amillepora24870-RA	Amillepora24870
chr14	mRNA	82771	95687	+	Amillepora24864-RA	Amillepora24864
chr14	mRNA	96986	119353	+	Amillepora24865-RA	Amillepora24865
chr14	mRNA	150640	168145	-	Amillepora24869-RA	Amillepora24869
chr14	mRNA	132615	149264	-	Amillepora24867-RA	Amillepora24867
chr14	mRNA	242692	254040	+	Amillepora24879-RA	Amillepora24879
chr14	mRNA	193760	200810	+	Amillepora24874-RA	Amillepora24874
chr14	mRNA	227134	232017	+	Amillepora24877-RA	Amillepora24877
chr14	mRNA	170267	178079	+	Amillepora24871-RA	Amillepora24871
chr14	mRNA	216209	218046	+	Amillepora24876-RA	Amillepora24876
chr14	mRNA	179975	188765	+	Amillepora24872-RA	Amillepora24872
chr14	mRNA	266869	283770	-	Amillepora24881-RA	Amillepora24881
chr14	mRNA	191109	193630	-	Amillepora24873-RA	Amillepora24873
chr14	mRNA	213712	228986	-	Amillepora24875-RA	Amillepora24875
chr14	mRNA	233944	234672	-	Amillepora24878-RA	Amillepora24878
chr14	mRNA	353388	354398	+	Amillepora24889-RA	Amillepora24889
chr14	mRNA	369473	372094	+	Amillepora24890-RA	Amillepora24890
chr14	mRNA	330479	336190	+	Amillepora24886-RA	Amillepora24886
chr14	mRNA	319919	322330	+	Amillepora24885-RA	Amillepora24885
chr14	mRNA	347333	349125	+	Amillepora24888-RA	Amillepora24888
chr14	mRNA	301161	305195	+	Amillepora24882-RA	Amillepora24882
chr14	mRNA	337402	339432	+	Amillepora24887-RA	Amillepora24887
chr14	mRNA	307371	322489	-	Amillepora24884-RA	Amillepora24884
chr14	mRNA	306138	307229	-	Amillepora24883-RA	Amillepora24883
chr14	mRNA	418349	419155	+	Amillepora24898-RA	Amillepora24898
chr14	mRNA	407079	412943	+	Amillepora24894-RA	Amillepora24894
chr14	mRNA	462199	469089	-	Amillepora24903-RA	Amillepora24903
chr14	mRNA	470943	474864	-	Amillepora24905-RA	Amillepora24905
chr14	mRNA	442545	447827	-	Amillepora24901-RA	Amillepora24901
chr14	mRNA	425912	441081	-	Amillepora24899-RA	Amillepora24899
chr14	mRNA	400942	406751	-	Amillepora24893-RA	Amillepora24893
chr14	mRNA	397991	399444	-	Amillepora24892-RA	Amillepora24892
chr14	mRNA	375546	394546	-	Amillepora24891-RA	Amillepora24891
chr14	mRNA	415663	416842	-	Amillepora24897-RA	Amillepora24897
chr14	mRNA	448799	458730	-	Amillepora24902-RA	Amillepora24902
chr14	mRNA	571439	572152	+	Amillepora24923-RA	Amillepora24923
chr14	mRNA	496293	498129	+	Amillepora24911-RA	Amillepora24911
chr14	mRNA	469567	471501	+	Amillepora24904-RA	Amillepora24904
chr14	mRNA	490817	492582	+	Amillepora24908-RA	Amillepora24908
chr14	mRNA	518853	523920	+	Amillepora24920-RA	Amillepora24920
chr14	mRNA	474877	481453	+	Amillepora24906-RA	Amillepora24906
chr14	mRNA	573291	574052	-	Amillepora24924-RA	Amillepora24924
chr14	mRNA	481578	490534	-	Amillepora24907-RA	Amillepora24907
chr14	mRNA	492700	500488	-	Amillepora24909-RA	Amillepora24909
chr14	mRNA	525304	533869	-	Amillepora24921-RA	Amillepora24921
chr14	mRNA	512547	518767	-	Amillepora24912-RA	Amillepora24912
chr14	mRNA	565328	567013	-	Amillepora24922-RA	Amillepora24922
chr14	mRNA	574201	575501	+	Amillepora24925-RA	Amillepora24925
chr14	mRNA	623505	630747	+	Amillepora24935-RA	Amillepora24935
chr14	mRNA	614049	620089	+	Amillepora24932-RA	Amillepora24932
chr14	mRNA	672280	681675	+	Amillepora24940-RA	Amillepora24940
chr14	mRNA	591079	605850	+	Amillepora24929-RA	Amillepora24929
chr14	mRNA	658909	663957	-	Amillepora24938-RA	Amillepora24938
chr14	mRNA	587679	590395	-	Amillepora24928-RA	Amillepora24928
chr14	mRNA	649602	657504	-	Amillepora24937-RA	Amillepora24937
chr14	mRNA	632230	642801	-	Amillepora24936-RA	Amillepora24936
chr14	mRNA	620899	623444	-	Amillepora24933-RA	Amillepora24933
chr14	mRNA	577543	585944	-	Amillepora24926-RA	Amillepora24926
chr14	mRNA	607192	612549	-	Amillepora24931-RA	Amillepora24931
chr14	mRNA	592453	597148	-	Amillepora24930-RA	Amillepora24930
chr14	mRNA	705928	710166	+	Amillepora24943-RA	Amillepora24943
chr14	mRNA	683972	693556	+	Amillepora24941-RA	Amillepora24941
chr14	mRNA	768847	769796	-	Amillepora24946-RA	Amillepora24946
chr14	mRNA	702198	705865	-	Amillepora24942-RA	Amillepora24942
chr14	mRNA	708289	761270	-	Amillepora24944-RA	Amillepora24944
chr14	mRNA	795171	796028	+	Amillepora24951-RA	Amillepora24951
chr14	mRNA	844896	847357	+	Amillepora24957-RA	Amillepora24957
chr14	mRNA	800940	812415	+	Amillepora24953-RA	Amillepora24953
chr14	mRNA	816804	834700	+	Amillepora24955-RA	Amillepora24955
chr14	mRNA	787661	792941	+	Amillepora24949-RA	Amillepora24949
chr14	mRNA	760988	769947	+	Amillepora24945-RA	Amillepora24945
chr14	mRNA	774175	776809	+	Amillepora24947-RA	Amillepora24947
chr14	mRNA	777322	786300	-	Amillepora24948-RA	Amillepora24948
chr14	mRNA	812422	816483	-	Amillepora24954-RA	Amillepora24954
chr14	mRNA	796874	800837	-	Amillepora24952-RA	Amillepora24952
chr14	mRNA	837180	844818	-	Amillepora24956-RA	Amillepora24956
chr14	mRNA	848667	850262	-	Amillepora24958-RA	Amillepora24958
chr14	mRNA	929970	948315	+	Amillepora24967-RA	Amillepora24967
chr14	mRNA	955390	961639	+	Amillepora24970-RA	Amillepora24970
chr14	mRNA	977440	979579	+	Amillepora24972-RA	Amillepora24972
